ID,Nome,Nome Japonês,Tipo,Tipo 2,HP,Ataque,Defesa,Velocidade,Nível,Experiência,Altura,Peso,Total,Ataque Especial (Sp. Atk),Defesa Especial (Sp. Def),Geração,É Lendário,Percentual Masculino,Classificação,Taxa de Captura,Passos para Chocar,Habilidades,Crescimento de Experiência,Felicidade Base
9313,Clefairy,Peter,Fantasma,,94.0,,62.0,78.0,44,4496.0,0.8,157.53,552,40.0,135.0,2,0,65.82119196429342,product,5.0,6870.0,event,1355026.0,29.0
9314,Onix,Alison,Aço,,84.0,105.0,71.0,149.0,83,,0.96,198.17,439,,21.0,6,0,12.596718919676853,building,20.0,1504.0,inside,1126250.0,215.0
9315,Oddish,Anthony,Fogo,,83.0,117.0,80.0,121.0,73,2486.0,2.14,274.16,392,116.0,10.0,1,0,40.94912946014194,quite,168.0,3177.0,ask,705841.0,137.0
9316,Persian,Lindsey,Grama,,,106.0,,14.0,97,2840.0,0.76,138.02,220,112.0,18.0,6,0,11.016737671596088,life,79.0,,up,802230.0,145.0
9317,Magmar,Diana,Lutador,,24.0,30.0,68.0,71.0,67,7996.0,1.11,184.63,667,32.0,103.0,2,0,56.838216496002445,letter,,4313.0,push,1607927.0,
9318,Grimer,Mary,Lutador,,,69.0,21.0,113.0,23,4176.0,1.23,194.34,543,43.0,118.0,4,0,5.882393342276105,,61.0,1624.0,hard,1105681.0,191.0
9319,Exeggutor,Daniel,Fantasma,,95.0,14.0,105.0,142.0,3,4129.0,,128.98,426,17.0,124.0,2,0,88.02467248379955,man,134.0,,Republican,1618414.0,209.0
9320,Butterfree,Jamie,Fogo,,69.0,57.0,136.0,37.0,20,1287.0,2.44,88.07,739,98.0,,3,0,99.9307590689449,remain,,2642.0,issue,1012393.0,241.0
9321,Diglett,Ronald,Água,Lutador,56.0,71.0,32.0,67.0,54,8998.0,,,564,113.0,52.0,3,0,84.4630751278175,past,136.0,8893.0,successful,1377966.0,207.0
9322,Tauros,Diana,Aço,,132.0,92.0,42.0,27.0,42,,0.62,,608,120.0,90.0,7,0,40.79736674757228,may,198.0,4462.0,rate,1404410.0,47.0
9323,Chansey,Tanya,Fogo,,150.0,148.0,26.0,138.0,73,2012.0,,,609,59.0,129.0,1,0,29.467164479884424,east,,,rule,774222.0,60.0
9324,Pidgeotto,John,Sombrio,,33.0,146.0,137.0,120.0,32,5478.0,1.38,128.84,770,143.0,26.0,6,0,64.696937799773,edge,38.0,2743.0,where,1080761.0,93.0
9325,Weezing,Patrick,Grama,,,128.0,,133.0,95,246.0,0.84,220.24,234,109.0,59.0,1,0,34.6652939911553,professional,60.0,5654.0,deal,1061688.0,22.0
9326,Hypno,Christopher,Fantasma,Grama,133.0,91.0,147.0,119.0,39,1877.0,,22.16,378,15.0,105.0,2,0,55.45866295455555,ready,75.0,1663.0,third,1635140.0,
9327,Rattata,Arthur,Gelo,,189.0,77.0,143.0,56.0,2,9744.0,,36.5,454,134.0,96.0,2,0,16.619359411597145,analysis,35.0,8438.0,act,1459579.0,101.0
9328,Pikachu,Matthew,Voador,Água,166.0,69.0,73.0,132.0,91,3883.0,1.82,203.98,554,42.0,136.0,2,0,52.68823365587158,report,223.0,5109.0,blue,1477745.0,166.0
9329,Arbok,Angela,Fantasma,,,116.0,,99.0,50,9375.0,,169.57,406,101.0,101.0,6,0,3.4047036235145933,record,242.0,7517.0,contain,791919.0,60.0
9330,Abra,Megan,Voador,Elétrico,111.0,92.0,35.0,88.0,83,4792.0,,,744,76.0,131.0,4,0,18.35453761463477,stuff,80.0,6237.0,thousand,1611040.0,165.0
9331,Omanyte,Brianna,Voador,,,99.0,75.0,67.0,26,7975.0,1.96,231.26,565,53.0,119.0,1,0,63.71328959982988,lot,31.0,6396.0,human,1365125.0,20.0
9332,Venomoth,Ronald,Água,,116.0,,80.0,102.0,98,3166.0,,85.36,765,119.0,119.0,1,0,53.831215977906666,least,199.0,7096.0,national,626779.0,79.0
9333,Marowak,Christopher,Gelo,,,18.0,39.0,87.0,65,1003.0,2.43,,512,118.0,126.0,2,0,34.3531235469395,war,64.0,5260.0,buy,1470333.0,29.0
9334,Pikachu,Andrew,Aço,Fada,100.0,137.0,41.0,35.0,78,4548.0,2.37,3.53,668,107.0,46.0,2,0,5.2084098067240125,yourself,26.0,5492.0,film,,113.0
9335,Caterpie,Zachary,Fantasma,,182.0,61.0,139.0,132.0,2,3113.0,,,223,146.0,45.0,6,0,83.60825685093558,sense,101.0,5547.0,last,1263332.0,176.0
9336,Geodude,David,Água,,121.0,97.0,56.0,17.0,48,2662.0,2.14,140.73,309,66.0,51.0,6,0,87.7787321821471,measure,63.0,6463.0,painting,1470188.0,86.0
9337,Tauros,Jeremy,Grama,,102.0,147.0,110.0,60.0,87,,,,607,149.0,76.0,3,0,95.30180132215791,west,80.0,6125.0,collection,,120.0
9338,Poliwag,Renee,Inseto,,191.0,110.0,46.0,57.0,97,4051.0,2.4,,522,29.0,138.0,5,0,38.04746747770936,rest,33.0,7273.0,watch,1137896.0,248.0
9339,Venonat,Roberta,Elétrico,,32.0,92.0,38.0,,11,690.0,0.39,174.57,316,54.0,118.0,5,1,73.07503609958476,again,169.0,7159.0,alone,1468689.0,182.0
9340,Sandslash,Jonathan,Inseto,,88.0,80.0,125.0,41.0,54,2615.0,1.29,,703,15.0,,7,0,44.88176492831927,next,221.0,1527.0,respond,1551543.0,227.0
9341,Kakuna,Wanda,Dragão,,30.0,15.0,58.0,119.0,98,6634.0,0.54,28.96,669,86.0,50.0,2,0,1.7867349204052307,professional,199.0,4224.0,age,754490.0,25.0
9342,Clefable,Jeremy,Água,,184.0,66.0,,31.0,85,9482.0,,281.68,502,79.0,12.0,4,0,19.649045545397637,product,198.0,8440.0,community,703237.0,0.0
9343,Goldeen,Danielle,Grama,Inseto,165.0,44.0,90.0,42.0,25,6838.0,0.34,,479,50.0,100.0,6,0,10.85424912945684,country,101.0,,away,1590886.0,231.0
9344,Clefable,Aaron,Fada,,178.0,134.0,,9.0,87,9147.0,,28.47,298,110.0,31.0,4,0,6.788638937320346,kitchen,85.0,3935.0,purpose,686909.0,98.0
9345,Ponyta,Christopher,Voador,,82.0,47.0,65.0,50.0,84,3645.0,,,748,128.0,128.0,3,0,25.924759561146026,easy,76.0,8673.0,large,1379002.0,136.0
9346,Haunter,Karen,Água,Fantasma,115.0,104.0,135.0,,52,3100.0,0.66,119.14,676,106.0,100.0,1,0,84.40758768467965,clearly,6.0,5388.0,coach,1420810.0,199.0
9347,Machoke,Rebecca,Lutador,,129.0,12.0,113.0,,78,5355.0,2.28,,704,113.0,129.0,3,0,99.0262594795208,bank,216.0,4706.0,everyone,877510.0,
9348,Dodrio,Christopher,Elétrico,Inseto,34.0,130.0,40.0,60.0,90,,2.21,,550,86.0,35.0,4,0,59.45697731737122,physical,233.0,7219.0,professional,1165756.0,217.0
9349,Paras,Cynthia,Psíquico,Gelo,167.0,148.0,63.0,115.0,41,6292.0,2.47,198.28,460,42.0,16.0,7,0,86.64545237262378,professor,121.0,8385.0,candidate,742860.0,181.0
9350,Voltorb,Dawn,Elétrico,,190.0,69.0,44.0,74.0,16,,0.36,229.55,215,146.0,31.0,2,0,1.7734303875887925,school,222.0,9228.0,song,952384.0,85.0
9351,Raticate,Heather,Fogo,,77.0,123.0,41.0,,68,1825.0,1.13,60.0,639,22.0,16.0,3,0,2.7667279455167226,now,123.0,1206.0,,1318298.0,4.0
9352,Kabuto,Trevor,Aço,Lutador,132.0,31.0,14.0,52.0,58,3333.0,0.85,222.04,633,29.0,110.0,7,0,63.995319242766804,happen,215.0,2304.0,society,,36.0
9353,Electabuzz,Justin,Fantasma,,121.0,83.0,,25.0,51,3430.0,0.6,,250,83.0,39.0,6,0,45.27627307982892,board,238.0,6303.0,receive,1213212.0,66.0
9354,Graveler,Angela,Pedra,,,28.0,132.0,68.0,19,1390.0,0.32,,417,105.0,73.0,4,0,27.161764961393907,fear,127.0,4434.0,special,1206678.0,152.0
9355,Arcanine,David,Água,,84.0,102.0,44.0,51.0,25,2440.0,,7.61,778,15.0,72.0,5,0,31.688057706833618,cost,177.0,7257.0,heart,1599765.0,208.0
9356,Marowak,Joseph,Gelo,,197.0,116.0,131.0,135.0,92,9213.0,,102.97,798,78.0,132.0,5,0,45.56421257828731,wonder,23.0,6563.0,,1039448.0,217.0
9357,Kabuto,Joel,Aço,Grama,,,149.0,134.0,73,9846.0,0.36,285.22,784,47.0,49.0,7,0,22.385501546836807,discover,,3847.0,expect,1540167.0,92.0
9358,Nidorino,Michaela,Inseto,,21.0,92.0,99.0,10.0,2,9789.0,0.99,82.81,612,12.0,129.0,6,0,39.90787638225355,upon,155.0,6142.0,reflect,1123131.0,88.0
9359,Goldeen,Catherine,Dragão,,78.0,109.0,42.0,115.0,73,2570.0,,150.87,438,139.0,,2,0,44.58623607810054,cell,38.0,7476.0,although,1457644.0,206.0
9360,Cloyster,Douglas,Fogo,,32.0,57.0,126.0,24.0,81,5066.0,1.98,73.24,706,126.0,39.0,3,0,1.7957668603125088,effect,173.0,1889.0,home,,201.0
9361,Golduck,Julia,Aço,,36.0,63.0,92.0,82.0,89,5369.0,2.45,3.08,442,37.0,17.0,6,0,99.9905304473846,onto,242.0,5116.0,current,1200849.0,180.0
9362,Diglett,Hannah,Aço,,187.0,42.0,83.0,129.0,80,9609.0,1.7,182.58,525,140.0,11.0,7,0,96.61849734379125,keep,193.0,1355.0,material,819497.0,152.0
9363,Kabuto,Michele,Fogo,,128.0,36.0,52.0,71.0,73,2786.0,0.59,,513,138.0,143.0,3,0,57.8779602758904,hour,158.0,4608.0,maintain,733639.0,178.0
9364,Metapod,Martin,Voador,,89.0,70.0,22.0,121.0,22,5515.0,1.79,63.45,399,34.0,35.0,5,0,38.43315188794975,traditional,214.0,6823.0,eye,973715.0,205.0
9365,Mew,Belinda,Sombrio,,115.0,16.0,40.0,,40,1986.0,1.85,,730,14.0,21.0,2,0,41.29780162838868,hit,,4813.0,computer,779119.0,
9366,Nidoran♂,Patricia,Aço,,115.0,133.0,,36.0,41,1920.0,1.66,82.92,368,30.0,39.0,6,0,62.4982495036164,place,3.0,,fall,981717.0,195.0
9367,Tauros,Raymond,Psíquico,Fogo,118.0,31.0,,44.0,64,5201.0,0.51,56.76,533,62.0,113.0,7,0,59.794143349626005,training,,1606.0,huge,1437398.0,146.0
9368,Goldeen,Savannah,Grama,,85.0,82.0,60.0,27.0,49,8177.0,2.45,,267,56.0,89.0,3,0,3.5622331216222713,herself,198.0,1936.0,already,1376789.0,48.0
9369,Graveler,Emily,Fada,,194.0,51.0,60.0,112.0,77,8295.0,1.11,,393,52.0,121.0,6,0,56.032852584129685,reality,20.0,4328.0,environmental,1578431.0,40.0
9370,Alakazam,Albert,Aço,,41.0,119.0,17.0,137.0,47,8829.0,,,609,68.0,67.0,6,0,22.58918596208973,return,107.0,9380.0,truth,813327.0,226.0
9371,Aerodactyl,Dustin,Grama,,80.0,36.0,96.0,97.0,29,1257.0,,,734,123.0,96.0,7,0,97.9093879243113,beyond,122.0,3213.0,support,1128305.0,70.0
9372,Seaking,Martha,Inseto,,136.0,109.0,110.0,44.0,93,3807.0,1.79,95.05,342,62.0,27.0,7,0,0.3764694358021514,white,59.0,2118.0,campaign,980029.0,169.0
9373,Kabuto,Ashley,Sombrio,Dragão,179.0,54.0,,32.0,82,3005.0,2.48,,324,119.0,35.0,4,0,9.911121304518765,year,73.0,7513.0,black,921384.0,197.0
9374,Charizard,Randy,Grama,,161.0,11.0,28.0,125.0,36,3763.0,2.43,,503,128.0,14.0,2,0,91.74085717907815,significant,153.0,6918.0,generation,1499684.0,23.0
9375,Horsea,Jeremy,Psíquico,,135.0,135.0,29.0,126.0,53,8711.0,,,670,31.0,71.0,7,0,82.51723742463028,modern,107.0,2347.0,measure,1135220.0,177.0
9376,Moltres,Joseph,Psíquico,,,83.0,11.0,50.0,50,892.0,0.53,233.52,305,121.0,21.0,1,0,23.848584556055506,keep,211.0,4742.0,note,1342340.0,114.0
9377,Parasect,Lance,Aço,Fogo,195.0,111.0,129.0,40.0,90,4659.0,1.17,224.2,775,,134.0,4,0,28.29212955257737,fast,125.0,4749.0,because,,109.0
9378,Growlithe,George,Inseto,Aço,30.0,113.0,24.0,,39,1299.0,,98.27,377,,15.0,1,0,32.088922500700725,director,8.0,3165.0,fear,923364.0,118.0
9379,Cubone,Barbara,Lutador,,116.0,139.0,127.0,124.0,13,4658.0,,,524,13.0,19.0,2,0,81.91038639671957,sure,,,head,828075.0,77.0
9380,Raticate,Daniel,Aço,,159.0,68.0,,95.0,51,1369.0,0.37,,462,137.0,141.0,2,0,18.060438698619908,best,67.0,8324.0,little,1420161.0,120.0
9381,Golem,Craig,Fantasma,Dragão,101.0,127.0,103.0,69.0,84,4884.0,1.41,163.42,516,41.0,111.0,4,0,96.27413948772126,build,114.0,7265.0,sport,1518886.0,122.0
9382,Scyther,Robert,Elétrico,,51.0,52.0,101.0,34.0,10,746.0,1.49,,416,138.0,135.0,3,1,4.973777967355697,generation,83.0,6725.0,,696623.0,111.0
9383,Kadabra,Kelly,Fantasma,Aço,67.0,37.0,87.0,71.0,64,275.0,0.81,102.21,793,78.0,,3,0,69.00311887833828,upon,20.0,7490.0,road,778888.0,236.0
9384,Exeggutor,William,Fada,,62.0,30.0,45.0,101.0,38,,1.11,231.65,483,86.0,140.0,3,0,38.72107562242939,evidence,139.0,5390.0,fear,1492796.0,219.0
9385,Ponyta,Jonathan,Fantasma,Aço,111.0,118.0,111.0,70.0,46,,0.98,250.77,373,11.0,88.0,7,0,92.94917793385082,write,29.0,2327.0,oil,,133.0
9386,Mr. Mime,Victoria,Lutador,,171.0,,149.0,,22,1088.0,0.83,,769,133.0,26.0,5,0,83.02295815112632,serve,251.0,2328.0,father,1188989.0,216.0
9387,Charmander,Randall,Lutador,,145.0,136.0,123.0,66.0,96,3676.0,2.22,,788,13.0,17.0,6,0,89.00592530583991,clearly,218.0,8831.0,relationship,981279.0,51.0
9388,Electrode,Edgar,Fada,,176.0,18.0,39.0,,26,3168.0,2.33,51.99,689,24.0,18.0,2,0,63.576876327774535,short,,2987.0,light,1602255.0,232.0
9389,Gengar,Justin,Inseto,,144.0,16.0,12.0,94.0,7,3510.0,0.42,288.23,394,147.0,37.0,5,0,15.766452994989688,against,148.0,4487.0,near,682122.0,10.0
9390,Slowbro,Stephen,Psíquico,,131.0,74.0,134.0,100.0,97,6603.0,1.23,27.59,595,126.0,82.0,4,0,6.6935125990964295,federal,121.0,3003.0,move,1265875.0,161.0
9391,Hitmonchan,Danielle,Fogo,,151.0,94.0,106.0,6.0,8,4574.0,1.39,97.8,326,92.0,133.0,4,0,94.0191509816193,enjoy,236.0,8843.0,nothing,837473.0,157.0
9392,Clefairy,Theodore,Água,,191.0,70.0,17.0,96.0,92,,1.18,198.49,507,131.0,68.0,5,0,77.97886620285522,large,211.0,7451.0,operation,1085422.0,183.0
9393,Dratini,Melanie,Pedra,,87.0,45.0,123.0,,91,8062.0,,102.32,366,29.0,94.0,5,0,91.4259838050614,husband,16.0,2835.0,community,1349748.0,1.0
9394,Dragonite,Tracy,Fada,Fada,105.0,140.0,68.0,46.0,85,494.0,0.38,,566,28.0,15.0,5,0,87.33039180333765,old,163.0,5659.0,realize,918884.0,253.0
9395,Venonat,William,Fogo,Sombrio,89.0,54.0,11.0,96.0,46,5559.0,1.16,178.21,448,74.0,64.0,6,1,78.95408387045131,worry,35.0,8408.0,under,1540138.0,114.0
9396,Poliwag,Brenda,Lutador,Lutador,194.0,87.0,133.0,,84,4604.0,1.55,172.63,657,14.0,65.0,5,0,40.59257251971433,involve,204.0,5989.0,future,1457957.0,38.0
9397,Charmander,Cory,Fada,,84.0,122.0,25.0,,3,9829.0,0.68,275.78,573,87.0,56.0,7,0,44.06704033190315,black,14.0,5019.0,different,1358667.0,48.0
9398,Tauros,Jamie,Gelo,Lutador,27.0,77.0,,113.0,32,3566.0,,212.47,500,127.0,147.0,1,0,62.76815040150825,music,108.0,7465.0,carry,699145.0,222.0
9399,Zapdos,Nicole,Gelo,,94.0,120.0,141.0,,61,7519.0,0.95,168.07,274,72.0,43.0,1,0,61.0872678793252,operation,93.0,6407.0,money,1091357.0,80.0
9400,Voltorb,Bianca,Lutador,,37.0,72.0,,71.0,82,977.0,0.64,,247,80.0,61.0,7,0,3.196441950919471,morning,150.0,2113.0,scene,1342909.0,206.0
9401,Kangaskhan,Kevin,Elétrico,,49.0,32.0,131.0,29.0,66,,1.44,263.26,475,26.0,124.0,7,0,76.04535646718115,economy,29.0,,who,1335094.0,164.0
9402,Psyduck,Mark,Fada,,27.0,95.0,145.0,24.0,52,7987.0,0.87,218.71,705,147.0,50.0,6,0,62.52648543176396,side,27.0,2665.0,your,1166208.0,140.0
9403,Marowak,Jenna,Inseto,,,11.0,49.0,36.0,61,4448.0,0.82,79.15,274,10.0,141.0,2,1,6.839324333875741,culture,221.0,2159.0,two,1024800.0,60.0
9404,Dratini,Valerie,Fada,,62.0,146.0,31.0,77.0,56,3614.0,0.59,,737,34.0,141.0,3,0,73.69337879234716,song,210.0,5167.0,technology,1511935.0,24.0
9405,Ditto,Carrie,Fogo,Inseto,63.0,93.0,140.0,129.0,90,6148.0,1.7,67.71,394,69.0,14.0,7,1,58.81016845874313,federal,156.0,8528.0,region,931249.0,123.0
9406,Vaporeon,Thomas,Sombrio,,26.0,90.0,,68.0,49,998.0,,,475,143.0,120.0,5,0,96.89273613054304,tell,152.0,7236.0,voice,1122531.0,196.0
9407,Magikarp,Karl,Fada,Grama,176.0,36.0,19.0,100.0,64,438.0,0.33,160.37,594,81.0,148.0,6,0,75.96451970176693,clearly,254.0,6599.0,none,1119312.0,165.0
9408,Vaporeon,Margaret,Fada,,80.0,66.0,85.0,77.0,28,9539.0,1.77,,318,101.0,141.0,2,0,36.208888989433284,,79.0,8860.0,your,807311.0,54.0
9409,Golbat,Lori,Fada,,110.0,85.0,146.0,,63,961.0,0.65,38.87,463,13.0,32.0,5,0,72.23463449432535,game,127.0,3156.0,western,,126.0
9410,Geodude,Miguel,Água,,58.0,74.0,40.0,134.0,33,3634.0,1.91,78.48,758,138.0,56.0,1,0,85.99740971960262,news,253.0,,,1554469.0,161.0
9411,Raichu,Leslie,Fada,,189.0,82.0,91.0,140.0,24,5421.0,0.64,,593,58.0,91.0,1,0,15.558196545730297,kitchen,136.0,4778.0,,1418363.0,200.0
9412,Slowpoke,Stephanie,Dragão,Sombrio,154.0,36.0,133.0,45.0,82,9356.0,,18.42,584,101.0,64.0,3,0,85.69555777150106,likely,104.0,5059.0,ready,1145545.0,162.0
9413,Exeggutor,Teresa,Fantasma,,178.0,117.0,109.0,23.0,28,5445.0,0.75,268.28,686,26.0,20.0,6,0,40.928501610589954,indeed,,1949.0,stock,648916.0,125.0
9414,Poliwhirl,Joshua,Grama,,152.0,21.0,141.0,13.0,73,4915.0,0.57,,203,,,2,0,86.37236831909702,ever,17.0,8936.0,politics,872828.0,170.0
9415,Clefable,Mary,Lutador,,85.0,,146.0,120.0,98,7363.0,0.57,,315,21.0,,6,0,16.620592588929984,senior,32.0,7598.0,purpose,944520.0,223.0
9416,Hitmonlee,Tonya,Voador,,36.0,42.0,139.0,83.0,55,5164.0,,86.54,555,145.0,,7,0,21.91416906806436,computer,50.0,3633.0,,1242461.0,163.0
9417,Arcanine,Darrell,Fada,,29.0,66.0,22.0,,85,,,210.34,749,128.0,105.0,6,0,50.81073096803526,son,21.0,5042.0,not,965897.0,30.0
9418,Vaporeon,Thomas,Fantasma,Lutador,54.0,89.0,90.0,15.0,88,8259.0,1.06,,616,138.0,50.0,4,0,79.12205764124846,remember,246.0,8525.0,record,1364224.0,211.0
9419,Grimer,Emma,Pedra,Voador,,94.0,130.0,77.0,34,4746.0,2.07,166.73,408,61.0,60.0,7,0,31.71808747513084,maintain,233.0,6853.0,teacher,,143.0
9420,Ninetales,Jacob,Aço,,75.0,13.0,,,53,7020.0,1.62,,781,93.0,,5,0,50.148842183789064,claim,63.0,1525.0,first,,63.0
9421,Tentacool,Jared,Fantasma,,182.0,14.0,37.0,133.0,62,1344.0,1.7,50.44,718,122.0,116.0,5,0,55.39252031886742,unit,,8262.0,situation,1530226.0,113.0
9422,Golbat,James,Fogo,,188.0,63.0,,38.0,24,163.0,1.75,,714,80.0,12.0,4,1,7.6721869262909586,friend,143.0,9647.0,less,1501195.0,110.0
9423,Ekans,Jessica,Voador,,120.0,74.0,69.0,43.0,67,5479.0,1.46,,562,103.0,98.0,4,0,34.838750827452046,evening,120.0,6424.0,key,1630749.0,41.0
9424,Rhyhorn,Jeremy,Água,,192.0,76.0,122.0,11.0,75,8620.0,1.36,109.31,709,125.0,59.0,1,0,73.10244812862861,sit,165.0,5834.0,federal,831784.0,213.0
9425,Omastar,Katherine,Grama,Voador,67.0,82.0,114.0,,92,4591.0,2.21,,348,58.0,145.0,7,0,92.8210995038325,center,35.0,4669.0,only,1250869.0,4.0
9426,Ninetales,Luis,Grama,,100.0,73.0,96.0,,78,1649.0,2.18,74.57,729,14.0,83.0,3,0,26.449286666050053,number,171.0,2102.0,unit,1597244.0,73.0
9427,Goldeen,Emily,Voador,,104.0,125.0,,132.0,93,9104.0,0.73,,439,143.0,49.0,7,0,62.38913099336948,probably,123.0,1042.0,,1408598.0,10.0
9428,Venonat,William,Dragão,,91.0,29.0,76.0,,34,6228.0,2.33,,263,146.0,24.0,5,0,84.95091768684932,claim,176.0,3317.0,similar,759981.0,192.0
9429,Vulpix,Kathryn,Inseto,,163.0,116.0,30.0,108.0,18,6013.0,1.52,85.74,713,56.0,13.0,3,0,19.44764557626728,where,160.0,5585.0,garden,1064073.0,111.0
9430,Kabutops,Drew,Fogo,,25.0,60.0,69.0,140.0,61,1715.0,,164.73,512,147.0,47.0,2,0,62.942781425057625,memory,245.0,3693.0,might,1633020.0,193.0
9431,Mew,Scott,Voador,,,145.0,54.0,56.0,97,2929.0,2.13,249.98,388,83.0,93.0,1,1,,at,167.0,7357.0,example,789773.0,36.0
9432,Farfetch’d,Stacey,Gelo,Lutador,151.0,71.0,67.0,,17,5837.0,,86.57,678,98.0,73.0,3,0,38.457130774059614,Mrs,251.0,3630.0,vote,938418.0,139.0
9433,Alakazam,Melissa,Fantasma,,149.0,36.0,83.0,112.0,11,6002.0,1.9,272.23,387,79.0,112.0,7,0,90.18488462545801,right,181.0,2571.0,become,655204.0,54.0
9434,Oddish,Susan,Fada,Psíquico,136.0,,87.0,31.0,1,1258.0,2.12,186.01,647,23.0,69.0,3,0,64.25476770358391,whose,38.0,5026.0,way,1229621.0,159.0
9435,Raichu,William,Psíquico,,104.0,61.0,145.0,,51,6240.0,,,787,92.0,29.0,5,0,14.42681978078787,source,216.0,4816.0,certain,1272333.0,116.0
9436,Onix,Kimberly,Grama,,85.0,84.0,64.0,103.0,85,5572.0,,172.14,316,20.0,123.0,6,0,60.04547949001212,amount,34.0,4569.0,evening,1116959.0,179.0
9437,Machoke,Peter,Pedra,,106.0,128.0,18.0,7.0,66,,1.56,,642,24.0,97.0,6,0,53.49638305675719,bring,6.0,3575.0,cup,1104354.0,25.0
9438,Caterpie,Emily,Inseto,Sombrio,144.0,108.0,54.0,102.0,9,9746.0,1.12,,679,97.0,123.0,4,0,3.4761058370893716,organization,79.0,5305.0,thousand,1379170.0,106.0
9439,Krabby,Warren,Dragão,Pedra,63.0,72.0,28.0,139.0,22,8169.0,,97.09,539,24.0,77.0,1,0,49.35238829684685,much,10.0,1730.0,nearly,1018437.0,13.0
9440,Horsea,Joyce,Água,,191.0,77.0,,110.0,88,,2.45,179.14,795,64.0,38.0,6,0,91.54615505307437,free,50.0,7442.0,success,1268201.0,20.0
9441,Staryu,Kevin,Dragão,,121.0,42.0,80.0,49.0,50,5985.0,1.34,209.94,397,52.0,93.0,4,0,82.08410904155843,lay,48.0,2811.0,while,,209.0
9442,Pidgey,Isabel,Fogo,,56.0,68.0,98.0,129.0,99,839.0,,,331,108.0,60.0,1,0,58.51039096174705,point,200.0,9152.0,situation,,212.0
9443,Fearow,Todd,Gelo,,38.0,93.0,14.0,52.0,31,7575.0,1.69,,689,106.0,,3,0,46.59494927163122,detail,207.0,9863.0,time,1512549.0,163.0
9444,Venonat,Terri,Água,,65.0,60.0,33.0,87.0,92,6755.0,,178.71,685,39.0,98.0,1,0,80.44757053499995,author,68.0,6274.0,husband,1622682.0,59.0
9445,Sandshrew,Andrea,Sombrio,,101.0,112.0,34.0,,56,1663.0,,,408,37.0,61.0,5,0,29.691888779752894,probably,,2952.0,try,1377877.0,
9446,Ponyta,Douglas,Voador,,161.0,12.0,,133.0,45,7242.0,1.47,169.1,632,25.0,56.0,5,0,77.71654472938847,sea,81.0,4045.0,set,1218139.0,88.0
9447,Starmie,Christopher,Inseto,,199.0,34.0,58.0,67.0,63,4563.0,,101.96,683,128.0,134.0,4,0,57.82413403957051,budget,46.0,5423.0,arm,1100374.0,88.0
9448,Fearow,Gabrielle,Aço,,110.0,90.0,56.0,,24,3419.0,0.62,246.26,606,65.0,113.0,3,0,63.40680866528042,deep,163.0,7500.0,challenge,1178878.0,123.0
9449,Golem,Leah,Inseto,Psíquico,52.0,99.0,50.0,80.0,16,2769.0,1.37,266.42,584,85.0,40.0,4,0,81.82430706702958,night,166.0,9594.0,close,1494404.0,174.0
9450,Nidorino,Robert,Aço,,115.0,108.0,15.0,35.0,52,845.0,,,316,95.0,135.0,2,0,39.21836218795845,short,139.0,1329.0,share,1524696.0,240.0
9451,Metapod,Darren,Sombrio,,158.0,93.0,73.0,104.0,27,9822.0,1.32,,790,133.0,29.0,3,1,30.795406132517876,happy,4.0,6793.0,society,1009179.0,221.0
9452,Kakuna,Gavin,Psíquico,Aço,104.0,46.0,146.0,,61,8798.0,2.37,132.99,509,74.0,17.0,3,0,47.44615386421644,every,41.0,4589.0,stay,1451576.0,119.0
9453,Hypno,Robert,Aço,,169.0,22.0,106.0,73.0,26,7264.0,1.63,,295,,96.0,7,0,11.047848589457388,impact,183.0,8929.0,will,986550.0,108.0
9454,Moltres,Emma,Sombrio,,196.0,47.0,92.0,,4,7000.0,0.58,245.26,727,37.0,107.0,5,0,,every,228.0,5749.0,mean,1325989.0,175.0
9455,Abra,Stephanie,Psíquico,,89.0,27.0,72.0,107.0,2,,2.23,89.26,718,144.0,87.0,3,0,57.49991879456673,serve,243.0,4843.0,quality,1366690.0,126.0
9456,Gengar,Dawn,Pedra,,44.0,60.0,111.0,119.0,60,5497.0,0.38,273.78,784,61.0,21.0,3,0,98.22931747714935,who,,3813.0,scientist,916899.0,138.0
9457,Arbok,Andrew,Dragão,,27.0,132.0,119.0,132.0,79,1010.0,,23.06,485,19.0,39.0,3,0,25.10899741767564,moment,93.0,5609.0,pass,904809.0,49.0
9458,Persian,Angela,Pedra,,76.0,127.0,133.0,,71,5079.0,0.76,214.13,799,69.0,24.0,1,0,77.7149480941919,realize,3.0,8970.0,public,1456249.0,1.0
9459,Dragonite,Mary,Fada,,138.0,99.0,27.0,142.0,4,,0.36,14.66,601,129.0,44.0,2,0,33.805975244717814,similar,83.0,7598.0,stuff,840264.0,201.0
9460,Pidgeot,Christopher,Fada,,134.0,131.0,117.0,52.0,93,677.0,,260.22,724,62.0,55.0,7,0,27.30410858121164,real,74.0,5722.0,town,1044480.0,78.0
9461,Nidoking,Ruben,Pedra,,46.0,12.0,34.0,,1,7274.0,1.84,,293,135.0,83.0,7,0,82.92180354584703,company,247.0,4923.0,simple,,141.0
9462,Butterfree,Stephen,Pedra,Fantasma,178.0,33.0,136.0,,60,949.0,2.38,173.0,281,22.0,100.0,6,0,73.07799497727756,coach,113.0,1121.0,staff,655800.0,93.0
